"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"5949","VIGOR FERTILIZANTES LTDA","","Lara Leite Duarte Cocri","1","1","2025-12-15 16:37:32","2026-01-15 13:36:41","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-15","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5950","EXODO CIENTIFICA","","Lara Leite Duarte Cocri","1","1","2025-12-15 16:48:52","2026-01-12 19:04:01","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-12","0","0","0","8","7","1","2","","","","","","","","","","","","","","","","",""
"5951","METALURGICA FL LTDA","","Lara Leite Duarte Cocri","1","1","2025-12-15 17:54:42","2025-12-15 19:22:55","Grupo de visibilidade do proprietário do item","","2025-12-15","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","",""
"5952","Syscamp","","Lara Leite Duarte Cocri","1","1","2025-12-17 10:52:06","2026-01-19 10:47:31","Grupo de visibilidade do proprietário do item","2026-01-19","2026-01-08","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5953","06.087.994/0001-01","","Sandra Silva","0","1","2026-01-05 12:00:39","2026-01-05 19:53:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5954","Casa Lab","","Lara Leite Duarte Cocri","1","1","2026-01-05 12:35:29","2026-01-19 11:53:20","Grupo de visibilidade do proprietário do item","2026-01-23","2026-01-15","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5955","Nexa Tres Graças","","Lara Leite Duarte Cocri","1","1","2026-01-06 17:51:44","2026-01-20 19:39:47","Grupo de visibilidade do proprietário do item","2026-01-21","2026-01-19","0","0","0","5","4","1","2","","","","","","","","","","","","","","","","",""
"5956","39.815.253/0003-10","","Sandra Silva","0","0","2026-01-06 19:28:17","2026-01-26 12:30:38","Grupo de visibilidade do proprietário do item","","2026-01-12","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"5957","OGMO","","Lara Leite Duarte Cocri","1","1","2026-01-07 12:41:35","2026-01-21 12:03:33","Grupo de visibilidade do proprietário do item","2026-01-21","2026-01-08","1","0","1","5","3","2","0","","","","","","","","","","","","","","","","",""
"5958","08.324.965/0001-41","","Sandra Silva","1","0","2026-01-07 14:30:58","2026-01-07 17:58:13","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5959","Grupo MBL","","Lara Leite Duarte Cocri","1","1","2026-01-08 13:54:20","2026-01-12 12:29:39","Grupo de visibilidade do proprietário do item","2026-04-12","2026-01-09","1","0","1","3","2","1","0","","","","","","","","","","","","","","","","",""
"5960","Solar","","Lara Leite Duarte Cocri","1","1","2026-01-09 14:09:55","2026-01-12 11:09:49","Grupo de visibilidade do proprietário do item","2026-04-12","","1","0","1","1","0","1","0","","","","","","","","","","","","","","","","",""
"5961","01.637.895/0175-31","","Sandra Silva","1","1","2026-01-09 14:53:13","2026-01-15 11:13:09","Grupo de visibilidade do proprietário do item","","2026-01-15","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"5962","61.471.264/0001-18","","Sandra Silva","1","1","2026-01-12 15:01:54","2026-01-27 18:33:50","Grupo de visibilidade do proprietário do item","2026-02-03","2026-01-27","0","0","0","10","9","1","0","","","","","","","","","","","","","","","","",""
"5963","ACARI MIX CONCRETEIRA LTDA","","Sandra Silva","1","1","2026-01-12 15:19:47","2026-01-28 13:59:31","Grupo de visibilidade do proprietário do item","2026-02-02","2026-01-23","0","0","0","6","5","1","0","","","","","","","","","","","","","","","","",""
"5964","WHITE MARTINS GASES INDUSTRIAIS LTDA (LINDE)","","Eduardo Luna","0","1","2026-01-12 15:33:13","2026-01-27 19:12:39","Grupo de visibilidade do proprietário do item","2026-02-03","2026-01-26","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","","35820448003909"
"5965","21.528.811/0001-30","","Sandra Silva","1","1","2026-01-12 18:08:28","2026-01-26 19:57:22","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-22","0","0","0","13","12","1","0","","","","","","","","","","","","","","","","",""
"5966","04567650000174","","Sandra Silva","1","1","2026-01-12 18:41:02","2026-01-26 15:42:38","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-26","0","0","0","13","12","1","0","","","","","","","","","","","","","","","","",""
"5967","37.481.877/0001-51","","Sandra Silva","1","1","2026-01-13 13:20:55","2026-01-26 11:11:02","Grupo de visibilidade do proprietário do item","2026-01-29","2026-01-26","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5968","EXPRESSO RODA BRASIL LTDA","","Eduardo Luna","0","1","2026-01-13 13:58:20","2026-01-28 12:00:05","Grupo de visibilidade do proprietário do item","2026-02-04","2026-01-27","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","","04.405.310/0001-47"
"5969","01.658.831/0001-18","","Sandra Silva","1","0","2026-01-13 14:48:52","2026-01-13 16:21:39","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5970","OUT - Rotesma","","Lara Leite Duarte Cocri","1","1","2026-01-13 16:50:34","2026-01-13 16:56:16","Grupo de visibilidade do proprietário do item","","2026-01-13","0","0","0","2","2","0","0","","","","","","","","","","","","","","","","",""
"5971","00984436000162","","Sandra Silva","1","1","2026-01-13 18:45:45","2026-01-28 14:39:04","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-28","0","0","0","6","5","1","0","","","","","","","","","","","","","","","","",""
"5972","OUT - PROTENDIT","","Lara Leite Duarte Cocri","1","1","2026-01-13 19:11:13","2026-01-13 19:14:38","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-13","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5973","PREMOL","","Lara Leite Duarte Cocri","1","1","2026-01-14 10:48:13","2026-01-14 12:28:20","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-14","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5974","Turfa Fértil Agro","","Lara Leite Duarte Cocri","1","1","2026-01-14 10:59:15","2026-01-15 11:59:30","Grupo de visibilidade do proprietário do item","2026-01-19","2026-01-15","0","0","0","3","2","1","1","","","","","","","","","","","","","","","","",""
"5975","Expresso Benfica","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:02:18","2026-01-15 12:12:53","Grupo de visibilidade do proprietário do item","2026-01-19","2026-01-15","0","0","0","4","3","1","1","","","","","","","","","","","","","","","","",""
"5976","Transportes Sergio A Muraro","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:04:14","2026-01-16 13:14:40","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-16","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5977","Lorenvel Transportes","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:05:18","2026-01-15 12:38:47","Grupo de visibilidade do proprietário do item","2026-01-19","2026-01-14","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5978","Transabril","","Lara Leite Duarte Cocri","1","0","2026-01-14 11:06:41","2026-01-16 13:01:03","Grupo de visibilidade do proprietário do item","","2026-01-16","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"5979","Renovar Agrícula","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:07:32","2026-01-14 12:11:26","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-14","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5980","Compania Nacional de Mineração","","Lara Leite Duarte Cocri","1","0","2026-01-14 11:09:25","2026-01-16 12:58:34","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5981","Transportadora Soberana","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:11:57","2026-01-15 11:39:18","Grupo de visibilidade do proprietário do item","2026-01-15","2026-01-14","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5982","AGROFORMULA COMERCIAL","","Lara Leite Duarte Cocri","1","0","2026-01-14 11:13:09","2026-01-16 13:29:08","Grupo de visibilidade do proprietário do item","","2026-01-16","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"5983","Metalurgica Cortesa","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:14:25","2026-01-15 11:31:14","Grupo de visibilidade do proprietário do item","2026-01-15","2026-01-15","0","0","0","3","2","1","1","","","","","","","","","","","","","","","","",""
"5984","SIMUCORTE SOLUCOES","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:15:26","2026-01-16 13:34:24","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-14","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5985","CONCREFER INDUSTRIA E COMERCIO DE POSTES E ARTEFATOS DE CIMENTO LTDA","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:21:58","2026-01-14 12:15:31","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-14","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5986","IRMAOS REANI TRANSPORTES RODOVIARIOS LTDA","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:25:54","2026-01-14 12:24:41","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-14","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5987","Probloc","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:27:01","2026-01-14 12:10:11","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-14","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5988","PA GOLD","","Lara Leite Duarte Cocri","1","1","2026-01-14 11:36:35","2026-01-15 17:21:20","Grupo de visibilidade do proprietário do item","2026-04-15","","1","0","1","1","0","1","0","","","","","","","","","","","","","","","","",""
"5989","Grão Pará Mineradora e Prestadora de Serviços LTDA","","Lara Leite Duarte Cocri","1","1","2026-01-14 17:12:00","2026-01-26 18:16:32","Grupo de visibilidade do proprietário do item","2026-04-26","2026-01-15","1","0","1","3","2","1","0","","","","","","","","","","","","","","","","",""
"5990","53855607000896","","Sandra Silva","1","1","2026-01-14 17:38:02","2026-01-28 14:17:16","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-28","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5991","USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL","","Eduardo Luna","1","1","2026-01-15 13:17:46","2026-01-21 11:55:44","Grupo de visibilidade do proprietário do item","2026-01-22","","1","0","1","2","0","2","0","","","","","","","","","","","","","","","","","53.009.825/0001-33"
"5992","CONSORCIO VIARIO LAPA-PIRITUBA","","Eduardo Luna","0","1","2026-01-15 17:45:20","2026-01-23 13:39:15","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-22","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","25.072.701/0001-67"
"5993","03.078.197/0001-44","","Sandra Silva","1","1","2026-01-15 18:59:14","2026-01-26 19:57:43","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-20","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"5994","Calmom","","Lara Leite Duarte Cocri","1","1","2026-01-16 11:22:56","2026-01-19 10:48:20","Grupo de visibilidade do proprietário do item","2026-04-19","2026-01-16","1","0","1","2","1","1","0","","","","","","","","","","","","","","","","",""
"5995","ACCIONA CONSTRUÇÃO","","Sandra Silva","1","1","2026-01-16 13:51:13","2026-01-27 14:29:48","Grupo de visibilidade do proprietário do item","2026-02-04","2026-01-27","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"5996","Inpek Fertilizantes S.a.","","Eduardo Luna","1","1","2026-01-16 17:23:07","2026-01-16 17:59:00","Grupo de visibilidade do proprietário do item","","2026-01-16","0","0","0","2","2","0","0","","","","","","","","","","","","","","","","",""
"5997","Votorantim Cimentos N/ne S/a - Primavera","","Eduardo Luna","1","1","2026-01-19 18:19:00","2026-01-26 19:58:10","Grupo de visibilidade do proprietário do item","2026-01-26","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","",""
"5998","Engedelta","","Lara Leite Duarte Cocri","1","1","2026-01-20 15:26:45","2026-01-26 11:39:38","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-21","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5999","13.563.680/0001-01","","Sandra Silva","1","1","2026-01-21 14:08:22","2026-01-21 14:21:40","Grupo de visibilidade do proprietário do item","2026-01-27","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","",""
"6000","26.765.453/0001-00","","Sandra Silva","1","1","2026-01-21 15:24:45","2026-01-28 14:29:42","Grupo de visibilidade do proprietário do item","2026-02-06","2026-01-28","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"6001","20.302.873/0001-66","","Sandra Silva","1","1","2026-01-21 15:40:51","2026-01-28 14:32:00","Grupo de visibilidade do proprietário do item","2026-02-03","2026-01-28","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"6002","19.281.807/0034-36","","Sandra Silva","1","1","2026-01-21 16:04:21","2026-01-28 14:03:13","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-28","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"6003","51.048.015/0004-03","","Sandra Silva","1","1","2026-01-21 17:43:47","2026-01-26 19:54:41","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-26","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"6004","89.567.952/0001-03","","Sandra Silva","1","0","2026-01-22 18:59:40","2026-01-28 14:13:28","Grupo de visibilidade do proprietário do item","","2026-01-28","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"6005","12702241000161","","Sandra Silva","1","1","2026-01-22 19:45:52","2026-01-23 12:25:11","Grupo de visibilidade do proprietário do item","2026-01-27","2026-01-23","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"6006","Para VIRTU GNL LTDA - BALSAS/MA / CNPJ:04.493.999/0001-09","","Eduardo Luna","1","1","2026-01-23 12:48:20","2026-01-28 11:42:48","Grupo de visibilidade do proprietário do item","2026-01-30","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","04.493.999/0001-09"
"6007","88.304.001/0001-70","","Sandra Silva","1","1","2026-01-23 13:32:05","2026-01-27 18:59:43","Grupo de visibilidade do proprietário do item","2026-01-29","2026-01-27","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"6008","94.813.102/0001-70","","Sandra Silva","1","1","2026-01-23 13:43:46","2026-01-23 13:49:30","Grupo de visibilidade do proprietário do item","2026-01-27","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","",""
"6009","08.706.145/0010-05","","Sandra Silva","1","1","2026-01-23 15:32:53","2026-01-23 15:34:28","Grupo de visibilidade do proprietário do item","2026-01-30","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","",""
"6010","29.959.937/0001-70","","Sandra Silva","1","1","2026-01-23 19:15:33","2026-01-28 12:02:41","Grupo de visibilidade do proprietário do item","2026-02-05","2026-01-28","0","0","0","8","7","1","0","","","","","","","","","","","","","","","","",""
"6011","07.310.834/0001-42","","Sandra Silva","1","1","2026-01-26 11:20:56","2026-01-28 11:51:14","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-28","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"6012","04.002.395/0001-12","","Sandra Silva","1","1","2026-01-26 11:38:59","2026-01-28 11:57:47","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-28","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
